"Composant Nom du composant tel qu'il est exporte par le DS | LECON TRANSVERSALE (ligne OrigamSection retiree le 2026-08-26 ; verdict bloquant pose le 2026-08-21 par scribe-tableau-2 ; ticket #453) : composant EXPORTE dans le package npm alors qu'il etait un stub vide - <div> sans aucun <slot/>, zero props, zero defineSlots. Le .md etait honnete (bandeau WIP explicite) ; la story ne l'etait PAS : ses Variants Default et Slots - Default passaient du contenu enfant que le composant ne pouvait pas afficher, donc une boite vide alors que le control Content pretendait agir dessus. A retenir : une story qui expose un control sans effet ment plus fort qu'une doc absente, et un verdict bloquant inscrit ici ne vaut que s'il ressort en ticket.",Famille Dossier de la famille dans components/ — une famille se deplace d'un bloc,Composants dans la famille Nombre de composants dans la famille — indique le poids de l'inspection,C1 Rendu distinct Chaque valeur de prop produit-elle un rendu DISTINCT ? Pas la classe emise : la regle SCSS existe-t-elle et le style calcule change-t-il ?,"C2 Canal du theme Le canal du theme est-il intact ? Aucune valeur en dur (px, couleur) n'ecrase un token --origam-xxx---*",C3 Reactivite Changer la prop APRES le montage change-t-il le rendu ? Attendre nextTick (souvent 2 fois) avant de lire le DOM,"C4 ADR-005 ADR-005 : aucune lecture eagerly dans le corps de setup() — le resolveur ecrit dans beforeCreate, donc APRES","C5 Emits assertes Les emits declares partent-ils reellement, et un test le prouve-t-il ? Verifier que emit( est bien appele quelque part","C6 Semantique / a11y HTML semantique et a11y : element natif plutot que div, pas d'ARIA redondant, content model respecte, aucun attribut parasite qui fuit",C7 Story + doc Story et doc refletent-elles l'API vivante ? Distinguer la doc ABSENTE de la doc MENSONGERE,"C8 Zero chaine en dur Zero chaine en dur destinee a l'utilisateur, y compris aria-label, placeholder et valeurs par defaut de props","Gravite max Gravite du pire defaut trouve : bloquant = perte de donnees, prop morte, a11y cassee",Statut Ou en est l'inspection de ce composant,Inspecteur,Date,Preuve / lien,Ticket,Notes,"Module cible Module npm installable dans lequel ira ce composant (#14 / ADR-006). A TRANCHER par le mainteneur : l'affectation est une decision, pas une deduction","Dependances inter-familles MESURE : familles dont ce composant consomme un symbole (type, enum, const, interface). Commons exclu. Un tiret = aucune. Ces liens sont ce qui bloque le decoupage en modules","defineProps + interface defineProps<IXxxProps>() typé par générique, interface I-préfixée rangée dans src/interfaces/**","defineEmits + interface defineEmits<IXxxEmits>() typé par générique, interface I-préfixée dans src/interfaces/** ; sans objet si aucun emit relais atteignable","defineSlots + interface defineSlots<IXxxSlots>() typé par générique, interface I-préfixée dans src/interfaces/** ; sans objet si aucun <slot> dans le template, OU si les slots sont forwardes dynamiquement (v-for sur $slots) : un critere techniquement impossible a satisfaire ne s'applique pas. Cas OrigamChart et OrigamContextualMenu — passthroughs transparents ou typer defineSlots casse la compilation (TS7053) ou ment sur la surface acceptee.",Remarque,col24,col25
OrigamChart,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,conforme,majeur,inspecte,agent QA + verifie PM,2026-08-20 / 4d2d3ad3,"DOM Playwright contre Histoire, Variant Default type=line : racine role=figure aria-label=Monthly sales, svg role=img avec <title> en premier enfant et <desc> en second, mesure via outerHTML. bgColor teste au HstSelect Primary : backgroundColor de la racine passe de rgba(0,0,0,0) a rgb(124,58,237). Grep doc : bgColor, elevation, rounded*, padding*, margin*, dimension*, stacking, plotBands, plotLines, annotations, drilldown et secondaryYAxis sont ABSENTS d'OrigamChart.md alors qu'ils sont forwardes a chaque famille","#389, #395, #426","Les deux cases restees non testables sont converties en verdits reels. DIAGNOSTIC DU BLOCAGE, verifie et non suppose : ce n'est pas un test jsdom juge insuffisant, c'est une ABSENCE TOTALE DE TENTATIVE. Aucun test Vitest au niveau composant n'existait pour cette famille, sauf Gauge qui en avait un superficiel. Playwright contre Histoire a permis de trancher 100 pour cent des cases. OrigamChart est un pur dispatcher v-if / v-else-if vers 21 familles : la semantique observee est celle de la famille active, donc C6 conforme. C7 en defaut est reel : la convention Inherited from IChartBaseProps utilisee par OrigamChartBullet.md n'existe pas ici, et cinq props reelles (plotBands, plotLines, annotations, drilldown, secondaryYAxis) manquent a la fois de doc ET de controle story. W (defineSlots) intentionnellement NON declare malgre des <slot> reels dans le template : verifie dans le code (commentaire explicite juste avant defineEmits) — Chart est un passthrough transparent, v-for=""(_, name) in $slots"" relaie N'IMPORTE QUEL slot fourni vers le sous-composant actif, pas seulement les 4 documentes dans IChartSlots. Typer defineSlots<IChartSlots>() CASSERAIT la compilation (TS7053, indexation dynamique de $slots incompatible avec une interface a cles fixes). Deliberer et documente, pas un oubli — ne pas ouvrir de ticket forcant ce typage.",,—,conforme,conforme,conforme,,,
OrigamChartAxis,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,conforme,majeur,inspecte,agent QA + verifie PM,2026-08-20 / 4d2d3ad3,"C1 : Variant Functional, le compte de .origam-chart__axis-label--y vaut exactement 5, 10 ou 20 selon ticks ; les formatters date et number produisent des libelles distincts (toContain Jan) ; secondaryYTicks absent donne 0 groupe, present 1. C3 : sur la MEME instance montee, les cases Show Grid et Show Axis font passer le compte de 1 a 0 apres clic, sans rechargement. C6 : labels Y non vides et sans aria-hidden, lignes de grille sans role ni aria. C7 : grep secondaryY sur OrigamChartAxis.md = 0 alors que secondaryYTicks et secondaryYAxisFormat sont des props reelles, implementees et exercees par deux Variants dedies","#389, #395, #426","Quatre cases converties de non testable a un verdict reel. AUCUNE PROP MORTE : les 8 props d'IChartAxisProps sont consommees, verifiees une par une. C6 conforme avec une justification qui merite d'etre gardee : le composant ne porte pas lui-meme de role ni d'aria, et c'est un CHOIX ARCHITECTURAL documente, pas un oubli. C'est un renderer pur, destine a etre place dans un <svg> possede par le consommateur, lequel porte role=img avec title et desc. Poser un role ici creerait justement l'ARIA redondant que le critere interdit. Le seul defaut est documentaire, et il porte sur la fonctionnalite la plus substantielle du composant, le second axe Y.",,—,conforme,conforme,conforme,,,
OrigamChartBoxPlot,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / 4d2d3ad3,"Le spec e2e chart-box-plot.spec.ts EXISTAIT deja : execute sur chromium, firefox et webkit, 39 passes, 6 skips (un trou de fixture raw samples documente, pas un skip de complaisance), 0 echec. C1 : boxWidth 0.3 contre 0.9, largeur du rect mesuree et comparee. C3 : boxWidth change APRES montage sur une instance deja rendue, reactivite confirmee ; showOutliers passe de 2 a 0 outliers. C6 : racine role=figure, svg role=img avec title et desc, 5 groupes role=button avec aria-label non vide et tabindex=0, tous mesures","#389, #395, #426","AUCUNE PROP MORTE : les 20 props d'IChartBoxPlotProps et IChartBaseProps ont ete verifiees consommees, directement ou via les composables partages useDimension, useBackgroundColor, useElevation, useMargin, usePadding, useRounded et useChartHeaderTypography. SUSPICION REFUTEE, importante pour la famille : showTooltip EST branche ici (v-if=showTooltip ligne 203), contrairement a OrigamChartRadar ou il est mort. C'est la preuve qu'il ne fallait pas generaliser le defaut de Radar a toute la famille. C7 : grep ""Inherited from"" sur OrigamChartBoxPlot.md = 0, alors qu'OrigamChartBullet.md a cette section : incoherence de format entre docs de la meme famille, doc absente et non mensongere.",,—,conforme,conforme,conforme,,,
OrigamChartBullet,Chart,26.0,defaut,defaut,conforme,conforme,conforme,conforme,conforme,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / 4d2d3ad3,"chart-bullet.spec.ts 9 verts sur 10 (1 skip = trou de fixture story). barThickness 0.15 contre 0.85 : hauteurs mesurees distinctes. grep -n colorScheme sur le .vue : UNE seule occurrence, dans withDefaults, jamais relue, compare aux 16 autres charts qui la consomment reellement. DOM : <div role=figure>, motif partage par 20 des 21 composants SVG de la famille. grep fontSize et fontWeight sur le .md = 0 alors que useChartHeaderTypography est cable ligne 301","#389, #395, #426","colorScheme est une PROP MORTE ici, et le doc la presente comme un heritage effectif (Inherited from IChartBaseProps: height, colorScheme, aspectRatio...) : doc MENSONGERE sur ce point precis, pas seulement incomplete. Repartition verifiee un par un et non generalisee : colorScheme est morte sur Bullet, Candlestick, Heatmap, Map, Pareto, Treemap et WordCloud, mais bien VIVANTE sur Gauge, Honeycomb, Pictorial, Sankey, Sunburst et Streamgraph. fontSize et fontWeight sont fonctionnels mais absents de la doc ET de la story, doc absente cette fois. Le role=figure sur div est un chantier transverse, pas un defaut propre a Bullet. FAUX POSITIFS ECARTES : aria-label et title coexistants ne sont PAS redondants (nom accessible contre infobulle native) ; l'absence d'aria-hidden sur la grille n'est pas fautive puisque role=img sur le svg racine collapse deja le sous-arbre.",,-,conforme,conforme,conforme,,,
OrigamChartCandlestick,Chart,26.0,defaut,defaut,conforme,conforme,conforme,conforme,conforme,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / 4d2d3ad3,"chart-candlestick.spec.ts 14 verts sur 15 (1 skip = trou de controle story sur un hex libre, pas un bug du composant). candleWidth 0.3 vers 0.9 : largeur croissante mesuree. wickWidth 0.5 vers 2 : stroke-width croissant. grep colorScheme sur le .vue : 1 occurrence, dans withDefaults, jamais consommee, meme motif que Bullet. grep fontSize et fontWeight sur le .md = 0 alors que useChartHeaderTypography est cable ligne 275","#389, #395, #426","Meme defaut C1 que Bullet, colorScheme morte, mais ici la doc est ABSENTE sur ce point et non mensongere : elle ne l'annonce pas comme fonctionnelle. La distinction compte pour le chiffrage du travail de correction. Meme trou fontSize / fontWeight, meme role=figure sur div, meme faux positifs ecartes qu'a la ligne precedente. POINT RELEVE POUR MEMOIRE, PAS RETENU EN DEFAUT : le selecteur SCSS &--no-animation .origam-chart__svg--animated &__candle { animation: none } est mort par construction, le svg ne portant jamais --animated quand animated vaut false. Le comportement observable reste correct, puisque la regle de base qui anime exige deja --animated. C'est de la dette CSS silencieuse, hors du perimetre de C1 et C6 : signalee ici plutot que transformee en faux defaut.",,-,conforme,conforme,conforme,,,
OrigamChartCartesian,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,conforme,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,"49 lectures var() verifiees une par une contre les 33 tokens de chart.json : le nommage est CORRECT, tiret compris. Le seul mecanisme en jeu est #389, pas #394. Changer series apres montage modifie bien le SVG rendu","#389, #395","Le seul reellement exerce au runtime avec Chart. 1646 lignes, le plus complexe. C2 : nommage des tokens verifie CORRECT sur les 49 lectures, donc #389 seul et PAS #394 — corriger le bug du tiret ne reparera rien ici. C6 : patron ARIA de base conforme, mais 3 chaines en dur (aria-label Drilldown navigation, Reset zoom, et le repli Chart sur l'aria-label racine quand title est absent).",,-,conforme,conforme,conforme,,,
OrigamChartGauge,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,"Patron ARIA verifie au grep : role=figure sur la racine, svg role=img, elements interactifs en role=button avec aria-label positionnel. Story, doc et TU dedie existent ; aucun spec e2e dedie","#389, #395, #426","Lu (grep) ET monte au runtime (Histoire :6006, Design variant) : rendu SVG reel confirme (donut+%+labels), reactivite POST-montage prouvee (gauge-min 0->20 change le label ET l'arc). Mais 4 props declarees jamais consommees nulle part dans le .vue ni useChartGauge/useChartHeaderTypography : categories, showLegend, legendPosition, showTooltip - confirme par lecture complete du fichier. C1/C3 = defaut a cause de ces 4 props mortes, pas par manque de test isolement (corrige, l'ancienne formulation etait perimee). C6 conforme : meme patron ARIA que Cartesian (role=figure racine, svg role=img, aria-valuemin/max/now). C7 en defaut : aucun spec e2e dedie, doc ne documente pas ces 4 props comme non fonctionnelles.",,—,conforme,conforme,conforme,,,
OrigamChartHeatmap,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,conforme,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur. Reformule (2e lecture, runtime): rendu SVG reel confirme sur Histoire (grille GitHub-style, cellules color-mix, legende gradient) - C1 vraiment teste, pas juste heredite. Meme patron ARIA que Cartesian (figure/img/button+aria-label), C6 conforme confirme. MAIS prop categories declaree (categories: () => []) jamais lue nulle part (xCategories/yCategories sont utilisees, categories generique non) - dead prop confirmee, coherent avec C1 deja en defaut.",,-,conforme,conforme,conforme,,,
OrigamChartHoneycomb,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement (verdict initial). Verdicts C1/C3/C6/C7 non evalues au depart. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur. Reformule (2e lecture, runtime + lecture complete du fichier Honeycomb) : rendu SVG reel confirme sur Histoire (tuiles hexagonales colorees en pointy-top, interaction hover/click visible). Constat propre a Honeycomb : racine role=figure avec aria-label reel (l.7-9), svg role=img avec aria-label (l.41-46), chaque polygon tabindex=0 role=button avec aria-label reel via tileAriaLabel() qui rend '{name}: {value}' (l.70-71 template, fonction l.521-525) - pas de generique. emit(point-click) cable via onTileActivate (@click l.72 + @keydown.enter/.space l.73-74), legend-click et series-toggle aussi cables - C5 conforme confirme sur le code source. Categories non applicable ici (absente de IChartHoneycombProps). C6 corrige en conforme sur la base de ce constat direct.",,—,conforme,conforme,conforme,,,
OrigamChartLegend,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,conforme,conforme,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,"grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; pas d'etat vide propre, c'est une piece de chrome","#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389). Piece de chrome composee par Cartesian, sans etat vide propre.",,—,conforme,conforme,conforme,,,
OrigamChartMap,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,conforme,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,-,conforme,conforme,conforme,,,
OrigamChartPareto,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,-,conforme,conforme,conforme,,,
OrigamChartPictorial,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,-,conforme,conforme,conforme,,,
OrigamChartPolar,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,"Patron ARIA conforme verifie au grep (role=figure, svg role=img, role=button sur les elements interactifs). Aucun spec e2e dedie : seul le spec generique du dispatcher le touche indirectement","#389, #395, #426","Lu et verifie au grep, PAS monte au runtime. C6 conforme : meme patron ARIA que Cartesian. C7 en defaut : aucun spec e2e dedie. C1/C3 non testes isolement, code partage avec Cartesian.",,-,conforme,conforme,conforme,,,
OrigamChartPolarBar,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,—,conforme,conforme,conforme,,,
OrigamChartPyramid,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,-,conforme,conforme,conforme,,,
OrigamChartRadar,Chart,26.0,defaut,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; aucun spec e2e dedie (chart-radar.spec.ts n'existe pas),"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. C7 en defaut : aucun spec e2e dedie, chart-radar.spec.ts n'existe pas. Su pour toute la famille : C2 (#389) et C8 (#395) en defaut.",,-,conforme,conforme,conforme,,,
OrigamChartRangeSelector,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; aria-label Chart range selector code en dur,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395) — son aria-label Chart range selector est code en dur. Piece de chrome, sans etat vide propre.",,—,conforme,conforme,conforme,,,
OrigamChartSankey,Chart,26.0,defaut,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,-,conforme,conforme,conforme,,,
OrigamChartSparkline,Chart,26.0,defaut,defaut,defaut,conforme,defaut,conforme,defaut,conforme,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,"grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; pas d'etat vide propre, c'est une piece de chrome","#389, #395, #426",NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389). Piece de chrome sans etat vide propre.,,-,conforme,conforme,conforme,,,
OrigamChartStreamgraph,Chart,26.0,conforme,defaut,defaut,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,grep -rl useT|useLocale sur les 26 fichiers Chart : 0 resultat ; No data to display code en dur dans 20 fichiers sur 26,"#389, #395, #426","NON INSPECTE individuellement. Verdicts C1/C3/C6/C7 non evalues. Su pour toute la famille : C2 en defaut (#389), C8 en defaut (#395). Contient le texte No data to display code en dur.",,—,conforme,conforme,conforme,,,
OrigamChartSunburst,Chart,26.0,conforme,defaut,conforme,conforme,conforme,conforme,defaut,defaut,majeur,inspecte,agent QA + verifie PM,2026-08-20 / e32e8ff7,Patron ARIA conforme verifie au grep. grep -rl useT|useLocale : 0 resultat sur les 26 fichiers Chart,"#389, #395, #426","Lu et verifie au grep, PAS monte au runtime. C6 conforme : meme patron ARIA que Cartesian. C1/C3 non testes isolement, code partage avec Cartesian. Su pour la famille : C2 (#389) et C8 (#395) en defaut.",,-,conforme,conforme,conforme,,,
